"cod_mun","nome_mun","impostos_liq"
"3512209","Conchal (SP)","55659"
"3512308","Conchas (SP)","22167"
"3512407","Cordeirópolis (SP)","401103"
"3512506","Coroados (SP)","8781"
"3512605","Coronel Macedo (SP)","1871"
"3512704","Corumbataí (SP)","31441"
"3512803","Cosmópolis (SP)","142342"
"3512902","Cosmorama (SP)","25071"
"3513009","Cotia (SP)","2284786"
"3513108","Cravinhos (SP)","128950"
"3513207","Cristais Paulista (SP)","7318"
"3513306","Cruzália (SP)","12646"
"3513405","Cruzeiro (SP)","253576"
"3513504","Cubatão (SP)","1443817"
"3513603","Cunha (SP)","8765"
"3513702","Descalvado (SP)","242256"
"3513801","Diadema (SP)","2342346"
"3513850","Dirce Reis (SP)","4712"
"3513900","Divinolândia (SP)","13366"
"3514007","Dobrada (SP)","8529"
"3514106","Dois Córregos (SP)","53860"
"3514205","Dolcinópolis (SP)","1163"
"3514304","Dourado (SP)","141114"
"3514403","Dracena (SP)","90654"
"3514502","Duartina (SP)","13179"
"3514601","Dumont (SP)","24454"
"3514700","Echaporã (SP)","3576"
"3514809","Eldorado (SP)","8897"
"3514908","Elias Fausto (SP)","85712"
"3514924","Elisiário (SP)","2929"
"3514957","Embaúba (SP)","1376"
"3515004","Embu das Artes (SP)","2321676"
"3515103","Embu-Guaçu (SP)","113177"
"3515129","Emilianópolis (SP)","1362"
"3515152","Engenheiro Coelho (SP)","59757"
"3515186","Espírito Santo do Pinhal (SP)","123490"
"3515194","Espírito Santo do Turvo (SP)","3748"
"3515202","Estrela d'Oeste (SP)","85995"
"3515301","Estrela do Norte (SP)","1907"
"3515350","Euclides da Cunha Paulista (SP)","3135"
"3515400","Fartura (SP)","21560"
"3515509","Fernandópolis (SP)","146691"
"3515608","Fernando Prestes (SP)","9848"
"3515657","Fernão (SP)","1151"
"3515707","Ferraz de Vasconcelos (SP)","265738"
"3515806","Flora Rica (SP)","701"
"3515905","Floreal (SP)","1754"
"3516002","Flórida Paulista (SP)","5882"
"3516101","Florínea (SP)","24412"
"3516200","Franca (SP)","903031"
"3516309","Francisco Morato (SP)","74236"
"3516408","Franco da Rocha (SP)","257419"
"3516507","Gabriel Monteiro (SP)","2907"
"3516606","Gália (SP)","7838"
"3516705","Garça (SP)","91214"
"3516804","Gastão Vidigal (SP)","2444"
"3516853","Gavião Peixoto (SP)","87612"
"3516903","General Salgado (SP)","15096"
"3517000","Getulina (SP)","5602"
"3517109","Glicério (SP)","4007"
"3517208","Guaiçara (SP)","13253"
"3517307","Guaimbê (SP)","2539"
"3517406","Guaíra (SP)","346454"
"3517505","Guapiaçu (SP)","39737"
"3517604","Guapiara (SP)","12123"
"3517703","Guará (SP)","19352"
"3517802","Guaraçaí (SP)","9930"
"3517901","Guaraci (SP)","23107"
"3518008","Guarani d'Oeste (SP)","1111"
"3518107","Guarantã (SP)","7436"
"3518206","Guararapes (SP)","57105"
"3518305","Guararema (SP)","177985"
"3518404","Guaratinguetá (SP)","742742"
"3518503","Guareí (SP)","13014"
"3518602","Guariba (SP)","69883"
"3518701","Guarujá (SP)","958893"
"3518800","Guarulhos (SP)","9396734"
"3518859","Guatapará (SP)","11349"
"3518909","Guzolândia (SP)","1519"
"3519006","Herculândia (SP)","18996"
"3519055","Holambra (SP)","79440"
"3519071","Hortolândia (SP)","1838184"
"3519105","Iacanga (SP)","33704"
"3519204","Iacri (SP)","11997"
"3519253","Iaras (SP)","6728"
"3519303","Ibaté (SP)","74079"
"3519402","Ibirá (SP)","13469"
"3519501","Ibirarema (SP)","16109"
"3519600","Ibitinga (SP)","124763"
"3519709","Ibiúna (SP)","129427"
"3519808","Icém (SP)","4942"
"3519907","Iepê (SP)","22184"
"3520004","Igaraçu do Tietê (SP)","16995"
"3520103","Igarapava (SP)","121852"
"3520202","Igaratá (SP)","26962"
"3520301","Iguape (SP)","19910"
"3520400","Ilhabela (SP)","75791"
"3520426","Ilha Comprida (SP)","8908"
"3520442","Ilha Solteira (SP)","31920"
"3520509","Indaiatuba (SP)","2847223"
"3520608","Indiana (SP)","2817"
"3520707","Indiaporã (SP)","3690"
"3520806","Inúbia Paulista (SP)","14596"
"3520905","Ipaussu (SP)","26260"
"3521002","Iperó (SP)","63272"
"3521101","Ipeúna (SP)","72542"
"3521150","Ipiguá (SP)","8675"
"3521200","Iporanga (SP)","1735"
"3521309","Ipuã (SP)","19746"
"3521408","Iracemápolis (SP)","459511"
"3521507","Irapuã (SP)","3867"
"3521606","Irapuru (SP)","3342"
"3521705","Itaberá (SP)","41077"
"3521804","Itaí (SP)","38522"
"3521903","Itajobi (SP)","99516"
"3522000","Itaju (SP)","7243"
"3522109","Itanhaém (SP)","96068"
"3522158","Itaoca (SP)","1572"
"3522208","Itapecerica da Serra (SP)","354166"
"3522307","Itapetininga (SP)","447575"
"3522406","Itapeva (SP)","155150"
"3522505","Itapevi (SP)","1931588"
"3522604","Itapira (SP)","389882"
"3522653","Itapirapuã Paulista (SP)","1136"
"3522703","Itápolis (SP)","107362"
"3522802","Itaporanga (SP)","26768"
"3522901","Itapuí (SP)","93279"
"3523008","Itapura (SP)","3135"
"3523107","Itaquaquecetuba (SP)","854283"
"3523206","Itararé (SP)","64363"
"3523305","Itariri (SP)","9103"
"3523404","Itatiba (SP)","896213"
"3523503","Itatinga (SP)","21723"
"3523602","Itirapina (SP)","52791"
"3523701","Itirapuã (SP)","3687"
"3523800","Itobi (SP)","6861"
"3523909","Itu (SP)","1408999"
"3524006","Itupeva (SP)","1186581"
"3524105","Ituverava (SP)","208630"
"3524204","Jaborandi (SP)","3511"
"3524303","Jaboticabal (SP)","248291"
"3524402","Jacareí (SP)","2065171"
"3524501","Jaci (SP)","53727"
"3524600","Jacupiranga (SP)","41193"
"3524709","Jaguariúna (SP)","2796125"
"3524808","Jales (SP)","102851"
"3524907","Jambeiro (SP)","50597"
"3525003","Jandira (SP)","767013"
"3525102","Jardinópolis (SP)","107325"
"3525201","Jarinu (SP)","352963"
"3525300","Jaú (SP)","426771"
"3525409","Jeriquara (SP)","2642"
"3525508","Joanópolis (SP)","9850"
"3525607","João Ramalho (SP)","2818"
"3525706","José Bonifácio (SP)","110865"
"3525805","Júlio Mesquita (SP)","1735"
"3525854","Jumirim (SP)","12861"
"3525904","Jundiaí (SP)","7821439"
"3526001","Junqueirópolis (SP)","57551"
"3526100","Juquiá (SP)","14811"
"3526209","Juquitiba (SP)","42845"
"3526308","Lagoinha (SP)","1857"
"3526407","Laranjal Paulista (SP)","132649"
"3526506","Lavínia (SP)","5221"
"3526605","Lavrinhas (SP)","10337"
"3526704","Leme (SP)","366747"
"3526803","Lençóis Paulista (SP)","291388"
"3526902","Limeira (SP)","1721689"
"3527009","Lindóia (SP)","14518"
"3527108","Lins (SP)","295904"
"3527207","Lorena (SP)","272663"
"3527256","Lourdes (SP)","974"
"3527306","Louveira (SP)","2517119"
"3527405","Lucélia (SP)","37497"
"3527504","Lucianópolis (SP)","1223"
"3527603","Luís Antônio (SP)","129189"
"3527702","Luiziânia (SP)","1920"
"3527801","Lupércio (SP)","3061"
"3527900","Lutécia (SP)","1843"
"3528007","Macatuba (SP)","69049"
"3528106","Macaubal (SP)","8015"
"3528205","Macedônia (SP)","2029"
"3528304","Magda (SP)","3495"
"3528403","Mairinque (SP)","229348"
"3528502","Mairiporã (SP)","199394"
"3528601","Manduri (SP)","15376"
"3528700","Marabá Paulista (SP)","2358"
"3528809","Maracaí (SP)","31090"
"3528858","Marapoama (SP)","12350"
"3528908","Mariápolis (SP)","1104"
"3529005","Marília (SP)","817626"
"3529104","Marinópolis (SP)","990"
"3529203","Martinópolis (SP)","26073"
"3529302","Matão (SP)","496388"
"3529401","Mauá (SP)","2202905"
"3529500","Mendonça (SP)","20352"
"3529609","Meridiano (SP)","23671"
"3529658","Mesópolis (SP)","970"
"3529708","Miguelópolis (SP)","18722"
"3529807","Mineiros do Tietê (SP)","12698"
"3529906","Miracatu (SP)","33894"
"3530003","Mira Estrela (SP)","1807"
"3530102","Mirandópolis (SP)","47949"
"3530201","Mirante do Paranapanema (SP)","25231"
"3530300","Mirassol (SP)","201479"
"3530409","Mirassolândia (SP)","4806"
"3530508","Mococa (SP)","228481"
"3530607","Mogi das Cruzes (SP)","1847863"
"3530706","Mogi Guaçu (SP)","771585"
"3530805","Mogi Mirim (SP)","692366"
"3530904","Mombuca (SP)","3724"
"3531001","Monções (SP)","5621"
"3531100","Mongaguá (SP)","49348"
"3531209","Monte Alegre do Sul (SP)","9659"
"3531308","Monte Alto (SP)","225673"
"3531407","Monte Aprazível (SP)","44515"
"3531506","Monte Azul Paulista (SP)","54185"
"3531605","Monte Castelo (SP)","4101"
"3531704","Monteiro Lobato (SP)","3253"
"3531803","Monte Mor (SP)","466715"
"3531902","Morro Agudo (SP)","88362"
"3532009","Morungaba (SP)","74008"
"3532058","Motuca (SP)","2614"
"3532108","Murutinga do Sul (SP)","1940"
"3532157","Nantes (SP)","13650"
"3532207","Narandiba (SP)","12579"
"3532306","Natividade da Serra (SP)","1994"
"3532405","Nazaré Paulista (SP)","43216"
"3532504","Neves Paulista (SP)","16512"
"3532603","Nhandeara (SP)","16469"
"3532702","Nipoã (SP)","4324"
"3532801","Nova Aliança (SP)","10166"
"3532827","Nova Campina (SP)","19668"
"3532843","Nova Canaã Paulista (SP)","823"
"3532868","Nova Castilho (SP)","692"
"3532900","Nova Europa (SP)","21817"
"3533007","Nova Granada (SP)","23919"
"3533106","Nova Guataporanga (SP)","884"
"3533205","Nova Independência (SP)","10596"
"3533254","Novais (SP)","1680"
"3533304","Nova Luzitânia (SP)","1322"
"3533403","Nova Odessa (SP)","506275"
"3533502","Novo Horizonte (SP)","121950"
"3533601","Nuporanga (SP)","41551"
"3533700","Ocauçu (SP)","3317"
"3533809","Óleo (SP)","1338"
"3533908","Olímpia (SP)","179765"
"3534005","Onda Verde (SP)","6045"
"3534104","Oriente (SP)","7975"
"3534203","Orindiúva (SP)","39514"
"3534302","Orlândia (SP)","212885"
"3534401","Osasco (SP)","16096770"
"3534500","Oscar Bressane (SP)","2970"
"3534609","Osvaldo Cruz (SP)","69739"
"3534708","Ourinhos (SP)","257461"
"3534757","Ouroeste (SP)","30328"
"3534807","Ouro Verde (SP)","3729"
"3534906","Pacaembu (SP)","8981"
"3535002","Palestina (SP)","17943"
"3535101","Palmares Paulista (SP)","4228"
"3535200","Palmeira d'Oeste (SP)","5489"
"3535309","Palmital (SP)","80916"
"3535408","Panorama (SP)","13606"
"3535507","Paraguaçu Paulista (SP)","111406"
"3535606","Paraibuna (SP)","18578"
"3535705","Paraíso (SP)","16846"
"3535804","Paranapanema (SP)","48922"
"3535903","Paranapuã (SP)","3111"
"3536000","Parapuã (SP)","21448"
"3536109","Pardinho (SP)","24140"
"3536208","Pariquera-Açu (SP)","39179"
"3536257","Parisi (SP)","1294"
"3536307","Patrocínio Paulista (SP)","79684"
"3536406","Paulicéia (SP)","7057"
"3536505","Paulínia (SP)","5220746"
"3536570","Paulistânia (SP)","2531"
"3536604","Paulo de Faria (SP)","5561"
"3536703","Pederneiras (SP)","261822"
"3536802","Pedra Bela (SP)","3692"
"3536901","Pedranópolis (SP)","1325"
"3537008","Pedregulho (SP)","24009"
"3537107","Pedreira (SP)","155392"
"3537156","Pedrinhas Paulista (SP)","13623"
"3537206","Pedro de Toledo (SP)","7239"
"3537305","Penápolis (SP)","118595"
"3537404","Pereira Barreto (SP)","83971"
"3537503","Pereiras (SP)","16083"
"3537602","Peruíbe (SP)","64487"
"3537701","Piacatu (SP)","2691"
"3537800","Piedade (SP)","74194"
"3537909","Pilar do Sul (SP)","54917"
"3538006","Pindamonhangaba (SP)","1183992"
"3538105","Pindorama (SP)","26684"
"3538204","Pinhalzinho (SP)","15968"
"3538303","Piquerobi (SP)","2290"
"3538501","Piquete (SP)","8381"
"3538600","Piracaia (SP)","34891"
"3538709","Piracicaba (SP)","5057880"
"3538808","Piraju (SP)","42296"
"3538907","Pirajuí (SP)","20798"
"3539004","Pirangi (SP)","21176"
"3539103","Pirapora do Bom Jesus (SP)","34430"
"3539202","Pirapozinho (SP)","99309"
"3539301","Pirassununga (SP)","381580"
"3539400","Piratininga (SP)","12110"
"3539509","Pitangueiras (SP)","126197"
"3539608","Planalto (SP)","14921"
"3539707","Platina (SP)","3599"
"3539806","Poá (SP)","1738800"
"3539905","Poloni (SP)","11377"
"3540002","Pompéia (SP)","163482"
"3540101","Pongaí (SP)","2162"
"3540200","Pontal (SP)","106999"
"3540259","Pontalinda (SP)","2345"
"3540309","Pontes Gestal (SP)","9024"
"3540408","Populina (SP)","2350"
"3540507","Porangaba (SP)","10351"
"3540606","Porto Feliz (SP)","289978"
"3540705","Porto Ferreira (SP)","321533"
"3540754","Potim (SP)","15121"
"3540804","Potirendaba (SP)","47633"
"3540853","Pracinha (SP)","586"
"3540903","Pradópolis (SP)","120820"
"3541000","Praia Grande (SP)","446090"
"3541059","Pratânia (SP)","5708"
"3541109","Presidente Alves (SP)","2343"
"3541208","Presidente Bernardes (SP)","16223"
"3541307","Presidente Epitácio (SP)","51899"
"3541406","Presidente Prudente (SP)","762707"
"3541505","Presidente Venceslau (SP)","40549"
"3541604","Promissão (SP)","156639"
"3541653","Quadra (SP)","3513"
"3541703","Quatá (SP)","36526"
"3541802","Queiroz (SP)","25196"
"3541901","Queluz (SP)","30759"
"3542008","Quintana (SP)","11222"
"3542107","Rafard (SP)","36685"
"3542206","Rancharia (SP)","88350"
"3542305","Redenção da Serra (SP)","1944"
"3542404","Regente Feijó (SP)","78411"
"3542503","Reginópolis (SP)","4060"
"3542602","Registro (SP)","217114"
"3542701","Restinga (SP)","11140"
"3542800","Ribeira (SP)","3685"
"3542909","Ribeirão Bonito (SP)","10492"
"3543006","Ribeirão Branco (SP)","7169"
"3543105","Ribeirão Corrente (SP)","2282"
"3543204","Ribeirão do Sul (SP)","11986"
"3543238","Ribeirão dos Índios (SP)","784"
"3543253","Ribeirão Grande (SP)","18353"
"3543303","Ribeirão Pires (SP)","350109"
"3543402","Ribeirão Preto (SP)","3856124"
"3543501","Riversul (SP)","1845"
"3543600","Rifaina (SP)","5725"
"3543709","Rincão (SP)","8614"
"3543808","Rinópolis (SP)","13624"
"3543907","Rio Claro (SP)","1322333"
"3544004","Rio das Pedras (SP)","223832"
"3544103","Rio Grande da Serra (SP)","43859"
"3544202","Riolândia (SP)","5929"
"3544251","Rosana (SP)","15313"
"3544301","Roseira (SP)","32202"
"3544400","Rubiácea (SP)","1298"
"3544509","Rubinéia (SP)","2397"
"3544608","Sabino (SP)","4018"
"3544707","Sagres (SP)","857"
"3544806","Sales (SP)","4689"
"3544905","Sales Oliveira (SP)","22799"
"3545001","Salesópolis (SP)","9914"
"3545100","Salmourão (SP)","1688"
"3545159","Saltinho (SP)","33097"
"3545209","Salto (SP)","1222255"
"3545308","Salto de Pirapora (SP)","206951"
"3545407","Salto Grande (SP)","12844"
"3545506","Sandovalina (SP)","6410"
"3545605","Santa Adélia (SP)","18292"
"3545704","Santa Albertina (SP)","13045"
"3545803","Santa Bárbara d'Oeste (SP)","774650"
"3546009","Santa Branca (SP)","13334"
"3546108","Santa Clara d'Oeste (SP)","2242"
"3546207","Santa Cruz da Conceição (SP)","12759"
"3546256","Santa Cruz da Esperança (SP)","1074"
"3546306","Santa Cruz das Palmeiras (SP)","34581"
"3546405","Santa Cruz do Rio Pardo (SP)","227100"
"3546504","Santa Ernestina (SP)","3139"
"3546603","Santa Fé do Sul (SP)","81364"
"3546702","Santa Gertrudes (SP)","201595"
"3546801","Santa Isabel (SP)","161486"
"3546900","Santa Lúcia (SP)","3614"
"3547007","Santa Maria da Serra (SP)","5566"
"3547106","Santa Mercedes (SP)","20907"
"3547205","Santana da Ponte Pensa (SP)","786"
"3547304","Santana de Parnaíba (SP)","1389422"
"3547403","Santa Rita d'Oeste (SP)","1650"
"3547502","Santa Rita do Passa Quatro (SP)","61529"
"3547601","Santa Rosa de Viterbo (SP)","99602"
"3547650","Santa Salete (SP)","860"
"3547700","Santo Anastácio (SP)","29042"
"3547809","Santo André (SP)","3554959"
"3547908","Santo Antônio da Alegria (SP)","6996"
"3548005","Santo Antônio de Posse (SP)","143274"
"3548054","Santo Antônio do Aracanguá (SP)","7033"
"3548104","Santo Antônio do Jardim (SP)","10472"
"3548203","Santo Antônio do Pinhal (SP)","4819"
"3548302","Santo Expedito (SP)","1128"
"3548401","Santópolis do Aguapeí (SP)","1939"
"3548500","Santos (SP)","3191681"
"3548609","São Bento do Sapucaí (SP)","9656"
"3548708","São Bernardo do Campo (SP)","8108274"
"3548807","São Caetano do Sul (SP)","2485161"
"3548906","São Carlos (SP)","1208587"
"3549003","São Francisco (SP)","1001"
"3549102","São João da Boa Vista (SP)","284603"
"3549201","São João das Duas Pontes (SP)","796"
"3549250","São João de Iracema (SP)","849"
"3549300","São João do Pau d'Alho (SP)","1246"
"3549409","São Joaquim da Barra (SP)","146353"
"3549508","São José da Bela Vista (SP)","4685"
"3549607","São José do Barreiro (SP)","1446"
"3549706","São José do Rio Pardo (SP)","180973"
"3549805","São José do Rio Preto (SP)","1598139"
"3549904","São José dos Campos (SP)","4840955"
"3549953","São Lourenço da Serra (SP)","17968"
"3550001","São Luiz do Paraitinga (SP)","11489"
"3550100","São Manuel (SP)","90008"
"3550209","São Miguel Arcanjo (SP)","27975"
"3550308","São Paulo (SP)","122526246"
"3550407","São Pedro (SP)","52063"
"3550506","São Pedro do Turvo (SP)","13781"
"3550605","São Roque (SP)","360694"
"3550704","São Sebastião (SP)","425930"
"3550803","São Sebastião da Grama (SP)","17970"
"3550902","São Simão (SP)","38519"
"3551009","São Vicente (SP)","332377"
"3551108","Sarapuí (SP)","7422"
"3551207","Sarutaiá (SP)","737"
"3551306","Sebastianópolis do Sul (SP)","23537"
"3551405","Serra Azul (SP)","4369"
"3551504","Serrana (SP)","91467"
"3551603","Serra Negra (SP)","52032"
"3551702","Sertãozinho (SP)","662283"
"3551801","Sete Barras (SP)","9473"
"3551900","Severínia (SP)","12663"
"3552007","Silveiras (SP)","3190"
"3552106","Socorro (SP)","72144"
"3552205","Sorocaba (SP)","6002952"
"3552304","Sud Mennucci (SP)","9131"
"3552403","Sumaré (SP)","3517698"
"3552502","Suzano (SP)","1564969"
"3552551","Suzanápolis (SP)","24834"
"3552601","Tabapuã (SP)","9787"
"3552700","Tabatinga (SP)","10448"
"3552809","Taboão da Serra (SP)","1259045"
"3552908","Taciba (SP)","6150"
"3553005","Taguaí (SP)","18315"
"3553104","Taiaçu (SP)","3812"
"3553203","Taiúva (SP)","7043"
"3553302","Tambaú (SP)","43138"
"3553401","Tanabi (SP)","67785"
"3553500","Tapiraí (SP)","5305"
"3553609","Tapiratiba (SP)","19419"
"3553658","Taquaral (SP)","1476"
"3553708","Taquaritinga (SP)","104331"
"3553807","Taquarituba (SP)","65147"
"3553856","Taquarivaí (SP)","20888"
"3553906","Tarabai (SP)","6785"
"3553955","Tarumã (SP)","100680"
"3554003","Tatuí (SP)","456101"
"3554102","Taubaté (SP)","3088795"
"3554201","Tejupá (SP)","876"
"3554300","Teodoro Sampaio (SP)","23785"
"3554409","Terra Roxa (SP)","3984"
"3554508","Tietê (SP)","197594"
"3554607","Timburi (SP)","1002"
"3554656","Torre de Pedra (SP)","869"
"3554706","Torrinha (SP)","14432"
"3554755","Trabiju (SP)","1967"
"3554805","Tremembé (SP)","65930"
"3554904","Três Fronteiras (SP)","3876"
"3554953","Tuiuti (SP)","2660"
"3555000","Tupã (SP)","131855"
"3555109","Tupi Paulista (SP)","12318"
"3555208","Turiúba (SP)","1657"
"3555307","Turmalina (SP)","1265"
"3555356","Ubarana (SP)","13846"
"3555406","Ubatuba (SP)","100798"
"3555505","Ubirajara (SP)","3366"
"3555604","Uchoa (SP)","34029"
"3555703","União Paulista (SP)","925"
"3555802","Urânia (SP)","7870"
"3555901","Uru (SP)","921"
